Request,ID,Has ID,ID,text,1,,User
Request,Project Number,Has Project Number,ProjectNumber,text,1,,User
Request,User,Has User,User,text,1,,User
Request,Sample Type,Has Sample Type,SampleType,text,1,,User
Request,Taxonomy,Has Taxonomy,Taxonomy,text,1,,User
Request,Sample Number,Has Sample Number,SampleNumber,number,1,,User
Request,Sample Matrix,Has Sample Matrix,SampleMatrix,text,0,,User
Request,Solution Buffer,Has Solution Buffer,SolutionBuffer,text,0,,User
Request,Solution Concentration,HasSolutionConcentration,SolutionConcentration,text,0,,User
Request,Quantitation Method,HasQuantitationMethod,QuantitationMethod,text,0,,User
Request,Detergent,HasDetergent,Detergent,text,0,,User
Request,Detergent Name,HasDetergentName,DetergentName,text,0,,User
Request,Starting Amount,HasStartingAmount,StartingAmount,text,0,,User
Request,Gel Type,HasGelType,GelType,text,0,,User
Request,Gel Image,HasGelImage,GelImage,page,0,,User
Request,Gel Staining Type,HasGelStainingType,GelStainingType,text,0,,User
Request,Electrophoresis,HasElectrophoresis,Electrophoresis,boolean,0,,User
Request,Electrophoresis Sample Type,HasElectrophoresisSampleType,ElectrophoresisSampleType,text,0,,User
Request,Electrophoresis Complexity,HasElectrophoresisComplexity,ElectrophoresisComplexity,text,0,,User
Request,Electrophoresis Gel,HasElectrophoresisGel,ElectrophoresisGel,text,0,,User
Request,Electrophoresis Gel Size,HasElectrophoresisGelSize,ElectrophoresisGelSize,text,0,,User
Request,PH,HasPH,PH,number,0,,User
Request,Electrophoresis Staining,HasElectrophoresisStaining,ElectrophoresisStaining,text,0,,User
Request,Electrophoresis Info,HasElectrophoresisInfo,ElectrophoresisInfo,text,0,,User
Request,Chromatography,HasChromatography,Chromatography,boolean,0,,User
Request,MicroSAX,HasMicroSAX,MicroSAX,boolean,0,,User
Request,MicroSCX,HasMicroSCX,MicroSCX,boolean,0,,User
Request,ERLIC,HasERLIC,ERLIC,boolean,0,,User
Request,SCX,HasSCX,SCX,boolean,0,,User
Request,Reversed Phase,HasReversedPhase,ReversedPhase,boolean,0,,User
Request,Chromatography Info,HasChromatographyInfo,ChromatographyInfo,text,0,,User
Request,PTM,HasPTM,PTM,boolean,0,,User
Request,PTM Enrichment Type,HasPTMenrichmentType,PTMenrichmentType,text,0,,User
Request,Phospho Enrichment Type,HasPhosphoEnrichmentType,PhosphoEnrichmentType,text,0,,User
Request,PTM Info,HasPTMInfo,PTMInfo,text,0,,User
Request,Depletion,HasDepletion,Depletion,boolean,0,,User
Request,Depletion Type,HasDepletionType,DepletionType,text,0,,User
Request,Depletion Info,HasDepletionInfo,DepletionInfo,text,0,,User
Request,Identification,HasIdentification,Identification,boolean,0,,User
Request,Protein ID Complexity,HasProteinIDComplexity,ProteinIDComplexity,text,0,,User
Request,Protein ID PTM,HasProteinIDPTM,ProteinIDPTM,text,0,,User
Request,Protein Info,HasProteinInfo,ProteinInfo,text,0,,User
Request,Quantification,HasQuantification,Quantification,boolean,0,,User
Request,Protein Quan Complexity,HasProteinQuanComplexity,ProteinQuanComplexity,text,0,,User
Request,Number Of State,HasNumberOfState,NumberOfState,number,0,,User
Request,Quan Method,HasQuanMethod,QuanMethod,text,0,,User
Request,Quan Technique,HasQuanTechnique,QuanTechnique,text,0,,User
Request,SILAC,HasSILAC,SILAC,text,0,,User
Request,ACQUA Seq,HasACQUASeq,ACQUASeq,text,0,,User
Request,AQUA Amount,HasAQUAAmount,AQUAAmount,text,0,,User
Request,Quan Info,HasQuanInfo,QuanInfo,text,0,,User
Request,MW,HasMW,MW,boolean,0,,User
Request,MW Type,HasMWType,MWType,text,0,,User
Request,Expected MW,HasExpectedMW,ExpectedMW,number,0,,User
Request,Expected MW Unit,HasExpectedMWUnit,ExpectedMWUnit,text,0,Da; Kda,User
Request,Purity,HasPurity,Purity,text,0,,User
Request,Sequence,HasSequence,Sequence,text,0,,User
Request,Chemical Composition,HasChemicalComposition,ChemicalComposition,text,0,,User
Request,Structure,HasStructure,Structure,text,0,,User
Request,MW Info,HasMWInfo,MWInfo,text,0,,User
Request,MRM,HasMRM,MRM,boolean,0,,User
Request,MRM Type,HasMRMType,MRMType,text,0,,User
Request,Pep Of Interest,HasPepOfInterest,PepOfInterest,text,0,,User
Request,Prot Of Interest,HasProtOfInterest,ProtOfInterest,text,0,,User
Request,MRM Quan Type,HasMRMQuanType,MRMQuanType,text,0,,User
Request,Method Development,HasMethodDevelopment,MethodDevelopment,boolean,0,,User
Request,MRM Info,HasMRMInfo,MRMInfo,text,0,,User
Request,Advanced Data Analysis,HasAdvancedDataAnalysis,AdvancedDataAnalysis,boolean,0,,User
Request,Advanced Data Analysis Info,HasAdvancedDataAnalysisInfo,AdvancedDataAnalysisInfo,text,0,,User
Request,Other Experiment,HasOtherExperiment,OtherExperiment,boolean,0,,User
Request,Other Experiment Info,HasOtherExperimentInfo,OtherExperimentInfo,text,0,,User
Request,Sample Donation,HasSampleDonation,SampleDonation,boolean,0,,User
Request,Type Of Request,HasTypeOfRequest,TypeOfRequest,text,0,,Administrator
Request,Collaborator,HasCollaborator,Collaborator,text,0,,Administrator
Request,Accepted By,IsAcceptedBy,AcceptedBy,text,0,,Administrator
Request,Assigned To,IsAssignedTo,AssignedTo,text,0,,SuperAdministrator
Request,Status,HasStatus,Status,text,0,,Administrator
Request,Closure Date,HasClosureDate,ClosureDate,date,0,,Administrator
Request,Quotation Number,HasQuotationNumber,QuotationNumber,text,0,,Operator
Request,Budget Approved,IsBudgetApproved,IsBudgetApproved,boolean,0,,Operator
Request,Request Comments,HasRequestComments,RequestComments,text,0,,Operator
Request,Expected Delivery Time,Has Expected Delivery Time,ExpectedDeliveryTime,number,0,,Administrator
Request,Extension,Has Extension,Extension,boolean,0,,Administrator
Request,Extenxion Weeks,Has Extenxion Weeks,ExtenxionWeeks,number,0,,Administrator
Request,Extension Comments,Has Extension Comments,ExtensionComments,text,0,,Administrator
